C0,C1,C2,C3,C4,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
-878,-2732,2332,19118,29862,9,65542,0.0336268745282033,68.3431557284388,NaN,NaN,NaN,0
-913,-2776,2433,19171,29772,9,65602,0.0192795139851403,67.6160388624612,NaN,NaN,NaN,0
-507,-2725,612,19148,32535,9,65591,0.0172953780820274,67.4683651924264,NaN,NaN,NaN,0
-457,-2814,847,19192,32039,9,65575,0.0190318407899135,67.5498875365215,NaN,NaN,NaN,0
-965,-2749,2344,19174,29991,9,65599,0.0198878564519683,67.5893743906884,NaN,NaN,NaN,0
-930,-2766,2456,19139,29797,9,65595,0.018689997559787,67.5199113940784,NaN,NaN,NaN,0
-502,-2704,797,19113,32145,9,65553,0.0222944773214372,67.692667112941,NaN,NaN,NaN,0
-455,-2627,772,19007,32113,9,65507,0.0459571016945594,68.8608599149199,NaN,NaN,NaN,0
-914,-2666,2293,19096,30001,9,65619,0.021616785869361,67.6281218890234,NaN,NaN,NaN,0
-886,-2664,2422,19064,29694,9,65566,0.0427776920323035,68.6823988788338,NaN,NaN,NaN,0
-541,-2704,778,19132,32294,9,65624,0.0202210095411545,67.5301607794687,NaN,NaN,NaN,0
-475,-2696,959,19097,31823,9,65593,0.0342308607926001,68.2295904118188,NaN,NaN,NaN,0
808,-2863,-3784,19234,38805,9,65595,0.0117064194622857,67.098967677185,NaN,NaN,NaN,0
-978,-2721,2352,19110,29999,9,65525,0.0161314364265127,67.2979948096362,NaN,NaN,NaN,0
-494,-2765,754,19170,32224,9,65554,0.0138832742017835,67.1843199730695,NaN,NaN,NaN,0
-1002,-2679,2410,19111,29953,9,65633,0.0231131164481754,67.641521586426,NaN,NaN,NaN,0
-447,-2748,796,19139,32085,9,65565,0.0274126720240738,67.8499174706879,NaN,NaN,NaN,0
-513,-2698,744,19130,32340,9,65666,0.0244794747158276,67.6859814673647,NaN,NaN,NaN,0
-881,-2679,2462,19064,29620,9,65552,0.0462439086231996,68.7581646051454,NaN,NaN,NaN,0
-474,-2687,797,19064,32141,9,65541,0.0316266292396781,68.0164871130816,NaN,NaN,NaN,0
823,-2712,-3682,19092,38535,9,65577,0.0289568447567609,67.8822586776851,NaN,NaN,NaN,0
-474,-2681,729,19041,32198,9,65428,0.0425321399760731,68.5546067566421,NaN,NaN,NaN,0
-881,-2619,2317,19026,29855,9,65541,0.0459736465318534,68.7237648439926,NaN,NaN,NaN,0
-945,-2709,2333,19123,29949,9,65553,0.0204748732799484,67.4356208218374,NaN,NaN,NaN,0
-899,-2717,2298,19101,30050,9,65616,0.0188447367259328,67.3534731210765,NaN,NaN,NaN,0
-961,-2716,2398,19146,29883,9,65617,0.0198333563923934,67.4026444998451,NaN,NaN,NaN,0
-489,-2802,746,19164,32314,9,65552,0.0114245965212514,66.9758418657799,NaN,NaN,NaN,0
-540,-2702,808,19114,32185,9,65545,0.0158388325652888,67.1951586642618,NaN,NaN,NaN,0
774,-2853,-3775,19235,38832,9,65594,0.0139731866349973,67.0755810606897,NaN,NaN,NaN,0
-497,-2747,845,19155,32067,9,65579,0.0179234144607958,67.2709950026992,NaN,NaN,NaN,0
-484,-2767,811,19156,32228,9,65660,0.0232129502340404,67.5353285337504,NaN,NaN,NaN,0
-496,-2736,741,19116,32288,9,65538,0.01774554522283,67.2364464411875,NaN,NaN,NaN,0
-486,-2808,801,19218,32176,9,65626,0.020086959765369,67.3485505196437,NaN,NaN,NaN,0
-481,-2722,728,19108,32302,9,65568,0.0181152080990184,67.2458286850426,NaN,NaN,NaN,0
-928,-2655,2415,19094,29803,9,65655,0.0229991031064695,67.4889349464272,NaN,NaN,NaN,0
-522,-2742,685,19157,32444,9,65600,0.0188814347891464,67.2801897416222,NaN,NaN,NaN,0
-880,-2879,2181,19219,30188,9,65470,0.0147081148833586,67.0698278358376,NaN,NaN,NaN,0
815,-2826,-3767,19199,38763,9,65605,0.0122066359325,66.9414177458186,NaN,NaN,NaN,0
-463,-2850,690,19214,32284,9,65466,0.0174380611848638,67.1841003654055,NaN,NaN,NaN,0
-460,-2749,828,19141,32042,9,65562,0.0268320003268922,67.6512166632355,NaN,NaN,NaN,0
-887,-2660,2358,19043,29759,9,65467,0.0516520180357909,68.8859563458306,NaN,NaN,NaN,0
781,-2880,-3648,19212,38507,9,65437,0.0192224862264941,67.261217350968,NaN,NaN,NaN,0
-924,-2771,2425,19157,29764,9,65538,0.0251293238505679,67.5561915941767,NaN,NaN,NaN,0
-549,-2748,724,19174,32399,9,65601,0.0206770261968076,67.3252065793364,NaN,NaN,NaN,0
-532,-2801,669,19235,32504,9,65646,0.02999411686478,67.7841941827943,NaN,NaN,NaN,0
-991,-2672,2420,19061,29849,9,65485,0.0286227519009494,67.7149878371934,NaN,NaN,NaN,0
-505,-2826,836,19178,32154,9,65520,0.0129450585091015,66.9297349119694,NaN,NaN,NaN,0
-870,-2781,2241,19160,30023,9,65523,0.0261487918950646,67.587599779794,NaN,NaN,NaN,0
826,-2748,-3774,19123,38701,9,65555,0.0222766965857746,67.3926528131817,NaN,NaN,NaN,0
-422,-2783,755,19140,32105,9,65485,0.0361310606216344,68.0832984661805,NaN,NaN,NaN,0
-542,-2788,697,19219,32457,9,65629,0.0271365895470823,67.6317163368342,NaN,NaN,NaN,0
-501,-2733,731,19107,32288,9,65496,0.0217419886397298,67.3509880136343,NaN,NaN,NaN,0
-486,-2773,843,19178,32070,9,65594,0.0151460321550621,67.0153136178699,NaN,NaN,NaN,0
-456,-2705,717,19098,32203,9,65511,0.0326016708250632,67.8879225154249,NaN,NaN,NaN,0
-475,-2658,746,19038,32191,9,65493,0.0379514142292286,68.149496359864,NaN,NaN,NaN,0
-522,-2730,714,19129,32365,9,65547,0.0109337448970432,66.7881239005398,NaN,NaN,NaN,0
-465,-2714,981,19066,31765,9,65501,0.0469707662725211,68.5888921511426,NaN,NaN,NaN,0
-488,-2812,817,19230,32171,9,65665,0.0251915670540668,67.4998872086655,NaN,NaN,NaN,0
-511,-2813,771,19216,32230,9,65556,0.0133677922525151,66.9010439045154,NaN,NaN,NaN,0
808,-2785,-3846,19168,38868,9,65558,0.00901392632489721,66.6806600768127,NaN,NaN,NaN,0
-936,-2759,2329,19139,29893,9,65439,0.0306228776487204,67.7608185515093,NaN,NaN,NaN,0
-935,-2827,2236,19167,30177,9,65459,0.0135542227463184,66.9027882923243,NaN,NaN,NaN,0
-848,-2805,2206,19200,30120,9,65626,0.0201003761569626,67.2180677838304,NaN,NaN,NaN,0
-398,-2758,783,19125,32064,9,65568,0.0355655512888079,67.9767095350501,NaN,NaN,NaN,0
-947,-2658,2326,19089,29995,9,65615,0.018159159762933,67.101378184257,NaN,NaN,NaN,0
-966,-2682,2371,19095,29977,9,65613,0.0190683598831591,67.1318430451506,NaN,NaN,NaN,0
-485,-2673,854,19039,32023,9,65493,0.0405724958732727,68.2037760935449,NaN,NaN,NaN,0
-936,-2682,2383,19107,29853,9,65597,0.0233117048885737,67.3378135626215,NaN,NaN,NaN,0
-520,-2719,888,19070,31998,9,65436,0.0366296041169367,68.0035057727316,NaN,NaN,NaN,0
-972,-2741,2385,19181,29952,9,65658,0.026981311306371,67.5183919608523,NaN,NaN,NaN,0
-804,-2583,2424,18951,29577,9,65553,0.0721776933849926,69.7486939179439,NaN,NaN,NaN,0
-470,-2754,764,19159,32177,9,65575,0.0184444161194577,67.0611769235812,NaN,NaN,NaN,0
-453,-2755,730,19091,32218,9,65444,0.0359679038524415,67.9159721089489,NaN,NaN,NaN,0
-1014,-2784,2420,19195,30005,9,65639,0.0294835515753538,67.5833419105125,NaN,NaN,NaN,0
-869,-2742,2264,19091,30007,9,65495,0.0356623288712559,67.8877927362014,NaN,NaN,NaN,0
-443,-2713,862,19077,31990,9,65556,0.0374215315547206,67.9429036337433,NaN,NaN,NaN,0
842,-2766,-3826,19169,38815,9,65653,0.0175094519752465,66.9409990346057,NaN,NaN,NaN,0
-450,-2718,779,19081,32172,9,65556,0.0299565326509418,67.5601813348213,NaN,NaN,NaN,0
-539,-2784,756,19203,32309,9,65581,0.0181007554916529,66.9617875732447,NaN,NaN,NaN,0
773,-2864,-3704,19223,38700,9,65556,0.00716676013948643,66.4148378252103,NaN,NaN,NaN,0
-467,-2704,652,19087,32313,9,65449,0.0340736126638303,67.7520187740722,NaN,NaN,NaN,0
-424,-2729,796,19091,32081,9,65549,0.0364432287621135,67.8654609268392,NaN,NaN,NaN,0
-460,-2753,911,19140,31904,9,65580,0.0291996063204703,67.5017480910565,NaN,NaN,NaN,0
-930,-2797,2293,19172,30126,9,65602,0.02074450833472,67.0788796655512,NaN,NaN,NaN,0
-452,-2761,747,19134,32269,9,65605,0.0161044297846605,66.8462205065791,NaN,NaN,NaN,0
-529,-2702,744,19118,32292,9,65554,0.0131179437388097,66.6934606694404,NaN,NaN,NaN,0
-455,-2690,785,19082,32195,9,65639,0.0221786806105436,67.1371495627509,NaN,NaN,NaN,0
-562,-2792,690,19212,32480,9,65576,0.0240352360265546,67.2250496246929,NaN,NaN,NaN,0
755,-2822,-3721,19226,38766,9,65642,0.0184575645367652,66.9423530704221,NaN,NaN,NaN,0
-418,-2614,790,18960,32002,9,65438,0.0654583412222372,69.2820384925544,NaN,NaN,NaN,0
-960,-2777,2348,19148,30028,9,65546,0.0138168984371453,66.6999207324048,NaN,NaN,NaN,0
-913,-2654,2431,19032,29779,9,65571,0.0374831104669744,67.875507681664,NaN,NaN,NaN,0
-406,-2811,685,19205,32291,9,65637,0.0190984850933727,66.951582291703,NaN,NaN,NaN,0
-918,-2699,2358,19089,29814,9,65474,0.0392422631347199,67.9572735378501,NaN,NaN,NaN,0
-463,-2754,865,19106,32003,9,65511,0.0339372293990387,67.6850092282271,NaN,NaN,NaN,0
-917,-2831,2399,19191,29807,9,65491,0.0236057242090564,67.1655401491714,NaN,NaN,NaN,0
-960,-2710,2282,19134,30154,9,65646,0.0254038924458205,67.2444557525233,NaN,NaN,NaN,0
-519,-2748,630,19168,32542,9,65604,0.0205838857918174,66.999884864558,NaN,NaN,NaN,0
-561,-2739,752,19155,32338,9,65552,0.0143054867515089,66.6734796543405,NaN,NaN,NaN,0
765,-2804,-3740,19165,38697,9,65469,0.0151505025038887,66.7124232861076,NaN,NaN,NaN,0
-945,-2698,2396,19054,29839,9,65453,0.0379301687478021,67.8511216521788,NaN,NaN,NaN,0
774,-2742,-3677,19147,38614,9,65618,0.0133099598399922,66.6152116409896,NaN,NaN,NaN,0
-505,-2736,621,19140,32467,9,65507,0.0125544278105607,66.5748388399994,NaN,NaN,NaN,0
-956,-2691,2300,19094,30074,9,65568,0.0159242032596902,66.7379502315631,NaN,NaN,NaN,0
-518,-2819,757,19228,32274,9,65570,0.0163900158091515,66.7605143933183,NaN,NaN,NaN,0
-974,-2827,2509,19159,29701,9,65435,0.0252043452620563,67.1934388194411,NaN,NaN,NaN,0
-914,-2738,2318,19162,29957,9,65613,0.0184635630985317,66.8561932467845,NaN,NaN,NaN,0
-988,-2614,2550,19014,29620,9,65544,0.0369509930154513,67.7803892086304,NaN,NaN,NaN,0
1452,-2842,-6006,19193,41928,9,65522,0.0129316057671132,66.5767432579143,NaN,NaN,NaN,0
-967,-2696,2432,19052,29788,9,65430,0.0385505666033427,67.8469689410269,NaN,NaN,NaN,0
804,-2848,-3865,19214,38935,9,65545,0.00637640017983451,66.2292324801024,NaN,NaN,NaN,0
803,-2759,-3691,19120,38540,9,65486,0.0299000967545405,67.3991598752279,NaN,NaN,NaN,0
-557,-2786,739,19197,32351,9,65537,0.0156957906045053,66.6732927976297,NaN,NaN,NaN,0
-873,-2694,2427,19073,29669,9,65535,0.0461415731125482,68.1954630109579,NaN,NaN,NaN,0
-389,-2711,795,19085,32037,9,65597,0.040274168831695,67.8831327944261,NaN,NaN,NaN,0
-490,-2733,763,19114,32259,9,65567,0.0170679390263178,66.719097618456,NaN,NaN,NaN,0
-396,-2783,623,19142,32374,9,65546,0.025592466284764,67.1252685638025,NaN,NaN,NaN,0
-534,-2665,832,19076,32120,9,65538,0.0240133255362814,67.0438378384436,NaN,NaN,NaN,0
786,-2817,-3824,19169,38814,9,65442,0.0163329550579679,66.6490854795906,NaN,NaN,NaN,0
756,-2826,-3764,19228,38820,9,65608,0.0156917066880799,66.598508964762,NaN,NaN,NaN,0
-447,-2733,810,19108,32020,9,65496,0.0388649594398915,67.7476221528006,NaN,NaN,NaN,0
-908,-2766,2456,19138,29759,9,65599,0.0230658747005865,66.9467771081891,NaN,NaN,NaN,0
-974,-2703,2416,19099,29802,9,65478,0.0295024608819981,67.2589067882414,NaN,NaN,NaN,0
-515,-2717,797,19100,32113,9,65443,0.0318013236887295,67.3734630204522,NaN,NaN,NaN,0
1413,-2936,-6029,19310,42093,9,65609,0.022598887120516,66.9108258566122,NaN,NaN,NaN,0
-979,-2770,2317,19178,30023,9,65515,0.0116982212415886,66.349807976187,NaN,NaN,NaN,0
-918,-2707,2308,19104,29916,9,65490,0.0331217652932978,67.41987494112,NaN,NaN,NaN,0
-927,-2758,2451,19156,29730,9,65574,0.0231515784266662,66.9182786855021,NaN,NaN,NaN,0
-515,-2689,712,19117,32350,9,65600,0.01611499913518,66.5513822593622,NaN,NaN,NaN,0
783,-2799,-3807,19162,38778,9,65456,0.0172389355312021,66.6057342755919,NaN,NaN,NaN,0
-491,-2691,796,19080,32087,9,65475,0.0361202503830294,67.5454881323504,NaN,NaN,NaN,0
847,-2744,-3760,19133,38710,9,65662,0.0179547811072391,66.6342777122993,NaN,NaN,NaN,0
-873,-2666,2521,19054,29519,9,65591,0.0482891757725825,68.1477872107709,NaN,NaN,NaN,0
-439,-2581,799,18992,32093,9,65635,0.0404922126905295,67.7388606637386,NaN,NaN,NaN,0
-455,-2785,718,19122,32257,9,65457,0.0294903334867005,67.1708187443549,NaN,NaN,NaN,0
794,-2751,-3727,19145,38661,9,65583,0.0144118470443195,66.4135172962905,NaN,NaN,NaN,0
-548,-2791,845,19157,32183,9,65509,0.00975333455038613,66.1778633859767,NaN,NaN,NaN,0
-426,-2722,732,19091,32115,9,65465,0.0438741901876433,67.8691521181236,NaN,NaN,NaN,0
-507,-2801,797,19220,32204,9,65622,0.0206800220624048,66.6941482079648,NaN,NaN,NaN,0
1463,-2877,-6162,19246,42232,9,65572,0.00894600107333346,66.0940324339296,NaN,NaN,NaN,0
-871,-2677,2381,19045,29817,9,65573,0.0405267541106318,67.6673430921692,NaN,NaN,NaN,0
793,-2794,-3761,19178,38764,9,65596,0.0111043576737151,66.1850947792499,NaN,NaN,NaN,0
-422,-2725,718,19140,32214,9,65636,0.021889158084906,66.7225510031758,NaN,NaN,NaN,0
-931,-2701,2120,19099,30303,9,65477,0.0206854928811516,66.6587365036146,NaN,NaN,NaN,0
-873,-2774,2331,19112,29863,9,65455,0.0402727390258049,67.6355497223201,NaN,NaN,NaN,0
-439,-2808,675,19149,32323,9,65477,0.025037117050563,66.8737681859746,NaN,NaN,NaN,0
-490,-2666,670,19059,32323,9,65469,0.0321555247704447,67.228723157672,NaN,NaN,NaN,0
1511,-2833,-6135,19202,42108,9,65598,0.00934703307434108,66.0851862196004,NaN,NaN,NaN,0
-905,-2727,2452,19116,29796,9,65668,0.0234503944840847,66.7900233899232,NaN,NaN,NaN,0
-486,-2711,611,19128,32472,9,65556,0.0129503208509561,66.2590049279122,NaN,NaN,NaN,0
-907,-2726,2398,19122,29773,9,65547,0.0315672525320043,67.1854876573024,NaN,NaN,NaN,0
-882,-2710,2401,19118,29769,9,65623,0.0295094239305587,67.0706318238148,NaN,NaN,NaN,0
-492,-2643,660,19071,32405,9,65597,0.0176479590538497,66.4638539042843,NaN,NaN,NaN,0
-938,-2800,2402,19219,29884,9,65650,0.0253958197379468,66.8507341984059,NaN,NaN,NaN,0
-501,-2685,728,19106,32279,9,65575,0.0177162979175523,66.4664914673067,NaN,NaN,NaN,0
-437,-2814,684,19205,32294,9,65570,0.0140051428757738,66.2750929726781,NaN,NaN,NaN,0
-512,-2639,769,19040,32183,9,65499,0.0329639005961779,67.2126421585262,NaN,NaN,NaN,0
-472,-2729,701,19140,32281,9,65561,0.0189000212058036,66.503597133042,NaN,NaN,NaN,0
-938,-2747,2313,19161,29969,9,65547,0.0170230667604413,66.397408989399,NaN,NaN,NaN,0
-458,-2733,682,19116,32381,9,65595,0.0154399747813533,66.3160465276133,NaN,NaN,NaN,0
-459,-2716,872,19095,32046,9,65630,0.0246820678363285,66.7707342301311,NaN,NaN,NaN,0
-946,-2725,2391,19152,29855,9,65599,0.0169824167220977,66.3852178705816,NaN,NaN,NaN,0
-935,-2726,2527,19142,29619,9,65635,0.0223313880218611,66.648421764028,NaN,NaN,NaN,0
765,-2810,-3786,19175,38785,9,65473,0.0110567458396193,66.0838822794482,NaN,NaN,NaN,0
-838,-2685,2417,19025,29601,9,65439,0.0663908306710716,68.8425206263546,NaN,NaN,NaN,0
-937,-2718,2492,19060,29674,9,65468,0.041254406173514,67.5698989708291,NaN,NaN,NaN,0
-944,-2797,2441,19168,29864,9,65600,0.0186243746845821,66.438035472624,NaN,NaN,NaN,0
-925,-2746,2513,19085,29604,9,65458,0.043196281452126,67.6625223793111,NaN,NaN,NaN,0
776,-2789,-3710,19158,38659,9,65529,0.0135920048728522,66.1701460305397,NaN,NaN,NaN,0
-507,-2695,780,19080,32206,9,65522,0.0248287799649377,66.7278728921033,NaN,NaN,NaN,0
1457,-2910,-6151,19237,42164,9,65430,0.0160389615712049,66.2862776066803,NaN,NaN,NaN,0
-950,-2664,2533,19052,29672,9,65614,0.0290410578975171,66.9321979374109,NaN,NaN,NaN,0
798,-2801,-3796,19155,38763,9,65475,0.0184192315448745,66.3919273279751,NaN,NaN,NaN,0
-927,-2699,2400,19124,29805,9,65601,0.0238544385745408,66.6616173219434,NaN,NaN,NaN,0
-891,-2716,2335,19106,29844,9,65512,0.0368131619758886,67.3048490151988,NaN,NaN,NaN,0
-494,-2761,828,19102,32115,9,65465,0.0296520370549322,66.9414200805014,NaN,NaN,NaN,0
-473,-2734,828,19103,31995,9,65443,0.0409163414896767,67.4931417452545,NaN,NaN,NaN,0
770,-2839,-3735,19199,38737,9,65527,0.00482781584609244,65.688441146899,NaN,NaN,NaN,0
-908,-2761,2388,19120,29755,9,65433,0.0408490854408567,67.4849730186021,NaN,NaN,NaN,0
-991,-2652,2505,19074,29702,9,65574,0.0253153868751003,66.7076407000905,NaN,NaN,NaN,0
-506,-2700,744,19103,32226,9,65508,0.0242925828789828,66.650054546703,NaN,NaN,NaN,0
-464,-2666,686,19057,32318,9,65544,0.029140554174043,66.884798036071,NaN,NaN,NaN,0
-487,-2722,778,19143,32175,9,65599,0.0164763607203787,66.2453718755004,NaN,NaN,NaN,0
-486,-2674,759,19053,32198,9,65502,0.0332123397980139,67.0766088566262,NaN,NaN,NaN,0
808,-2735,-3708,19093,38566,9,65482,0.033274662284699,67.0788873866315,NaN,NaN,NaN,0
729,-2870,-3657,19271,38722,9,65668,0.0272074672321556,66.7623594132958,NaN,NaN,NaN,0
791,-2823,-3950,19217,39088,9,65558,0.0118815758984611,65.9913950745315,NaN,NaN,NaN,0
840,-2755,-3828,19148,38833,9,65643,0.0161320396604366,66.2010312358557,NaN,NaN,NaN,0
-940,-2776,2604,19145,29470,9,65536,0.0323296508964275,67.0067345285812,NaN,NaN,NaN,0
-412,-2706,682,19096,32211,9,65531,0.03743133604269,67.2601731276631,NaN,NaN,NaN,0
-870,-2838,2325,19201,29913,9,65549,0.0210329186666994,66.4372810466153,NaN,NaN,NaN,0
-944,-2689,2283,19104,30035,9,65543,0.0212265270933965,66.4383980688685,NaN,NaN,NaN,0
-955,-2770,2224,19176,30151,9,65501,0.0107118945867101,65.8931467724978,NaN,NaN,NaN,0
-497,-2805,689,19215,32358,9,65562,0.0143716810125458,66.0754189164727,NaN,NaN,NaN,0
-874,-2669,2377,19025,29806,9,65524,0.046781078791159,67.6926993737888,NaN,NaN,NaN,0
1528,-2894,-6290,19257,42376,9,65578,0.00768565888168697,65.7276082853105,NaN,NaN,NaN,0
-985,-2783,2410,19198,29865,9,65545,0.0144107643010961,66.0635999806798,NaN,NaN,NaN,0
-473,-2679,858,19085,31979,9,65561,0.0345477287377386,67.0696516515496,NaN,NaN,NaN,0
1477,-2915,-6268,19261,42386,9,65496,0.00726308468587724,65.6980041315949,NaN,NaN,NaN,0
801,-2819,-3824,19183,38795,9,65477,0.0150678693502592,66.070938502584,NaN,NaN,NaN,0
-458,-2623,650,19011,32294,9,65454,0.0450636954543433,67.5700445751498,NaN,NaN,NaN,0
789,-2813,-3730,19181,38716,9,65570,0.00782572999155235,65.7015102000452,NaN,NaN,NaN,0
-964,-2735,2295,19127,30006,9,65452,0.0235581219507287,66.4760436524238,NaN,NaN,NaN,0
-899,-2732,2562,19087,29488,9,65524,0.0454297696642983,67.5693602375077,NaN,NaN,NaN,0
-458,-2660,678,19047,32315,9,65529,0.0325868446340394,66.9254095865062,NaN,NaN,NaN,0
-524,-2806,714,19200,32436,9,65604,0.0222424615484058,66.4066374634994,NaN,NaN,NaN,0
-492,-2728,781,19096,32206,9,65520,0.0242925945098959,66.5048413322818,NaN,NaN,NaN,0
-892,-2751,2290,19103,30020,9,65520,0.0278753486066995,66.6833436689588,NaN,NaN,NaN,0
-559,-2805,703,19233,32513,9,65657,0.0345535830682312,66.9995702197429,NaN,NaN,NaN,0
848,-2746,-3915,19142,38958,9,65616,0.0127808913901373,65.910893958179,NaN,NaN,NaN,0
-494,-2687,690,19131,32386,9,65666,0.0238337588427339,66.4626542818018,NaN,NaN,NaN,0
-496,-2749,900,19168,31985,9,65631,0.0183969646440086,66.1840807770114,NaN,NaN,NaN,0
-904,-2746,2330,19165,29926,9,65616,0.0183679217784435,66.1758707556094,NaN,NaN,NaN,0
-463,-2788,880,19171,31966,9,65566,0.0241477349782013,66.459764738424,NaN,NaN,NaN,0
-515,-2753,776,19166,32205,9,65553,0.0122841312929067,65.8629043672788,NaN,NaN,NaN,0
-1017,-2756,2595,19158,29539,9,65499,0.0223092197582248,66.3586557574456,NaN,NaN,NaN,0
-470,-2775,691,19119,32337,9,65467,0.0244181088796484,66.458347804505,NaN,NaN,NaN,0
-920,-2761,2402,19114,29856,9,65526,0.0267806023624897,66.5731033801335,NaN,NaN,NaN,0
-514,-2770,863,19141,31989,9,65429,0.0315373483535449,66.8106838335812,NaN,NaN,NaN,0
1461,-2882,-6064,19251,42073,9,65605,0.0113375171872781,65.8004163389,NaN,NaN,NaN,0
-924,-2716,2448,19108,29684,9,65516,0.0361342902937994,67.0383922834137,NaN,NaN,NaN,0
-445,-2680,802,19094,32062,9,65604,0.0316290575118285,66.8063667982812,NaN,NaN,NaN,0
-978,-2703,2441,19133,29813,9,65599,0.01742378226165,66.0684304257395,NaN,NaN,NaN,0
-479,-2708,982,19093,31758,9,65534,0.0408327468815058,67.2367311470287,NaN,NaN,NaN,0
789,-2787,-3869,19163,38904,9,65496,0.0110561558496213,65.7450239359414,NaN,NaN,NaN,0
792,-2755,-3827,19133,38809,9,65495,0.0183695309571443,66.1014891424347,NaN,NaN,NaN,0
-901,-2696,2460,19081,29767,9,65655,0.0261210839589034,66.4856429671353,NaN,NaN,NaN,0
767,-2918,-3790,19301,38861,9,65581,0.0205282234461932,66.2057254822566,NaN,NaN,NaN,0
-554,-2713,773,19142,32300,9,65596,0.0178502868078743,66.0671921341539,NaN,NaN,NaN,0
-458,-2668,785,19104,32135,9,65661,0.021976565998579,66.2671688273742,NaN,NaN,NaN,0
-859,-2744,2278,19110,30010,9,65580,0.0277050739330856,66.5341576313246,NaN,NaN,NaN,0
-466,-2601,900,18976,31814,9,65432,0.0645338934391246,68.372142903876,NaN,NaN,NaN,0
-482,-2702,813,19091,32175,9,65615,0.0195848732172075,66.1246297391616,NaN,NaN,NaN,0
-934,-2814,2434,19175,29847,9,65569,0.0146299629842606,65.8658520226238,NaN,NaN,NaN,0
-473,-2754,966,19155,31840,9,65628,0.0236242155476557,66.3108415621633,NaN,NaN,NaN,0
-826,-2749,2284,19099,29891,9,65507,0.0441729949472785,67.3372893687627,NaN,NaN,NaN,0
802,-2774,-3593,19171,38436,9,65648,0.016509369293736,65.9516219911311,NaN,NaN,NaN,0
-902,-2726,2323,19145,29918,9,65598,0.0216188425657859,66.2069875918956,NaN,NaN,NaN,0
-455,-2666,720,19089,32224,9,65600,0.026515249505593,66.4517951015829,NaN,NaN,NaN,0
763,-2817,-3756,19205,38753,9,65543,0.00535832659848697,65.3928780473418,NaN,NaN,NaN,0
-963,-2679,2299,19087,30024,9,65512,0.0231290123894858,66.2780894095025,NaN,NaN,NaN,0
-895,-2664,2392,19046,29861,9,65619,0.0316140544060501,66.6994771981037,NaN,NaN,NaN,0
-419,-2751,842,19128,31970,9,65570,0.0353620052743713,66.881536109075,NaN,NaN,NaN,0
-423,-2669,944,19078,31804,9,65664,0.0389707765331966,67.0596610558985,NaN,NaN,NaN,0
-484,-2722,652,19120,32356,9,65488,0.0232679086249643,66.273110459835,NaN,NaN,NaN,0
-499,-2627,765,19042,32187,9,65549,0.0307345491309099,66.6459452093371,NaN,NaN,NaN,0
-489,-2741,695,19113,32357,9,65513,0.0189252474314159,66.0493120458283,NaN,NaN,NaN,0
-948,-2792,2375,19134,29946,9,65484,0.0204214042337321,66.1213886104671,NaN,NaN,NaN,0
745,-2815,-3731,19199,38719,9,65515,0.00466128487147379,65.3265841529939,NaN,NaN,NaN,0
1513,-2809,-6195,19175,42186,9,65554,0.0145369710612683,65.8063855816362,NaN,NaN,NaN,0
-552,-2726,829,19112,32183,9,65509,0.0159122124403565,65.8712785458118,NaN,NaN,NaN,0
-435,-2760,700,19110,32288,9,65518,0.0280311917601512,66.4735002195572,NaN,NaN,NaN,0
-937,-2623,2305,19026,29997,9,65539,0.0323895880857962,66.6904980529529,NaN,NaN,NaN,0
791,-2779,-3830,19172,38845,9,65553,0.00776791079801417,65.4496424009452,NaN,NaN,NaN,0
1547,-2810,-6275,19150,42257,9,65481,0.0260431956080314,66.3591043230738,NaN,NaN,NaN,0
-1014,-2716,2600,19105,29496,9,65446,0.0347916181656164,66.7960941809821,NaN,NaN,NaN,0
-451,-2826,832,19181,32018,9,65490,0.0287265294652168,66.483181202762,NaN,NaN,NaN,0
-446,-2735,802,19078,32085,9,65483,0.039517042548547,67.0169882362668,NaN,NaN,NaN,0
-511,-2780,824,19171,32243,9,65651,0.0237280144250497,66.2272584973293,NaN,NaN,NaN,0
788,-2796,-3949,19189,39066,9,65530,0.00618647954766254,65.3444734060539,NaN,NaN,NaN,0
809,-2819,-3725,19164,38585,9,65443,0.0272838553504181,66.3962074182594,NaN,NaN,NaN,0
-490,-2729,923,19102,31851,9,65463,0.041206544909784,67.0910608702604,NaN,NaN,NaN,0
-929,-2786,2386,19201,29877,9,65621,0.0207892264630444,66.0534868504849,NaN,NaN,NaN,0
-482,-2745,879,19162,32000,9,65628,0.0175932717668528,65.8932538550568,NaN,NaN,NaN,0
-515,-2676,658,19079,32407,9,65499,0.02084987248408,66.0521097454641,NaN,NaN,NaN,0
-485,-2709,702,19100,32250,9,65466,0.0305396142786566,66.5150541527561,NaN,NaN,NaN,0
1419,-2977,-6109,19334,42218,9,65552,0.023165762097341,66.1448439318818,NaN,NaN,NaN,0
1493,-2869,-6173,19226,42211,9,65565,0.00580631265600177,65.2752948918959,NaN,NaN,NaN,0
1503,-2865,-6279,19245,42394,9,65602,0.0110142384600751,65.5333709861201,NaN,NaN,NaN,0
-528,-2788,877,19175,32010,9,65482,0.0204814129003336,65.9996201818886,NaN,NaN,NaN,0
