C0,C1,C2,C3,C4,C5,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
556,123,-4232,-1540,20058,35558,11,65488,0.00833493191634432,72.3692325912663,527027,NaN,NaN,0
575,132,-4242,-1561,20069,35615,11,65561,0.00593833080247643,72.3655151184332,527518,NaN,NaN,0
576,146,-4236,-1567,20067,35598,11,65570,0.00672076202135511,72.3663219874505,527358,NaN,NaN,0
571,129,-4243,-1584,20056,35632,11,65490,0.00814677362529513,72.3707569943251,527066,NaN,NaN,0
564,141,-4266,-1541,20077,35543,11,65493,0.00786345768007377,72.3708624703897,527125,NaN,NaN,0
556,143,-4251,-1584,20065,35656,11,65514,0.00488518231652501,72.3649479718805,527735,NaN,NaN,0
558,129,-4242,-1598,20067,35667,11,65495,0.00738719587235387,72.3651384462627,527223,NaN,NaN,0
557,123,-4232,-1576,20058,35635,11,65495,0.00739279405594624,72.3661817298556,527222,NaN,NaN,0
556,130,-4236,-1542,20061,35546,11,65484,0.0088736792075847,72.1511983056715,526920,NaN,NaN,0
558,127,-4185,-1587,20018,35642,11,65504,0.00800979897002415,72.3055855163586,527099,NaN,NaN,0
553,138,-4203,-1546,20038,35593,11,65553,0.00497863470759519,72.366798555606,527720,NaN,NaN,0
555,132,-4245,-1557,20066,35598,11,65500,0.00673689903906924,72.3665606573037,527361,NaN,NaN,0
563,118,-4235,-1540,20062,35605,11,65541,0.00519101643664597,72.363108796917,527678,NaN,NaN,0
551,131,-4233,-1549,20053,35607,11,65513,0.00501464155090363,72.365358993216,527715,NaN,NaN,0
572,118,-4257,-1559,20067,35616,11,65498,0.00701205414557943,72.3672959150303,527306,NaN,NaN,0
559,147,-4242,-1550,20052,35604,11,65536,0.00379932620395994,72.132045955969,527964,NaN,NaN,0
557,157,-4261,-1554,20072,35570,11,65512,0.00603243805421543,72.3696100285261,527508,NaN,NaN,0
569,134,-4236,-1582,20048,35639,11,65505,0.00687009537014549,72.3703421769283,527338,NaN,NaN,0
550,145,-4234,-1545,20051,35576,11,65510,0.00550153158082638,72.3688487134989,527619,NaN,NaN,0
563,124,-4222,-1567,20043,35606,11,65488,0.00835329050794092,72.3711486158978,527038,NaN,NaN,0
566,132,-4203,-1514,20039,35521,11,65561,0.00675074213036216,72.3708878019394,527367,NaN,NaN,0
562,139,-4238,-1557,20052,35595,11,65511,0.00632106525604816,72.3699095795169,527455,NaN,NaN,0
575,125,-4214,-1531,20039,35567,11,65555,0.00624355836387598,72.3702369186723,527471,NaN,NaN,0
558,131,-4199,-1553,20026,35605,11,65531,0.00577206874467945,72.3695561246457,527568,NaN,NaN,0
555,141,-4224,-1551,20040,35606,11,65528,0.00441975543563074,72.3680708362545,527845,NaN,NaN,0
556,115,-4206,-1538,20028,35596,11,65506,0.00595790659627993,72.0837775922283,527530,NaN,NaN,0
541,149,-4232,-1569,20062,35597,11,65499,0.00686801053178078,72.367065652148,527345,NaN,NaN,0
562,152,-4258,-1549,20071,35591,11,65547,0.00422904382282958,72.3662912364831,527886,NaN,NaN,0
565,149,-4222,-1551,20053,35560,11,65548,0.0072322340303982,72.3712402064348,527272,NaN,NaN,0
564,143,-4251,-1552,20070,35602,11,65550,0.00469154981332468,72.3652188590823,527793,NaN,NaN,0
558,151,-4224,-1548,20065,35562,11,65566,0.00646082654401169,71.5217114518211,527431,NaN,NaN,0
555,139,-4223,-1511,20048,35520,11,65536,0.00573501449242188,72.3695873527081,527580,NaN,NaN,0
560,124,-4236,-1557,20058,35592,11,65490,0.00807107808732423,72.3687968325302,527102,NaN,NaN,0
551,139,-4206,-1551,20030,35617,11,65543,0.00378757270596224,72.1755338555371,527980,NaN,NaN,0
543,161,-4230,-1595,20071,35647,11,65547,0.00544712654055907,72.3630092864221,527641,NaN,NaN,0
562,146,-4236,-1514,20064,35495,11,65539,0.0074250420016099,71.2495002730264,527236,NaN,NaN,0
571,135,-4238,-1493,20066,35485,11,65567,0.00635289227006015,72.3693126926149,527457,NaN,NaN,0
552,130,-4214,-1549,20041,35570,11,65490,0.00808378551304639,72.3710089265388,527103,NaN,NaN,0
567,130,-4282,-1558,20101,35612,11,65528,0.00607755676587711,72.3616082354685,527515,NaN,NaN,0
571,149,-4242,-1541,20067,35557,11,65565,0.00609625935310879,72.3690503817911,527512,NaN,NaN,0
550,119,-4214,-1518,20042,35537,11,65495,0.00740900641596002,72.3692113184379,527244,NaN,NaN,0
565,129,-4237,-1489,20061,35467,11,65525,0.00780946804682851,72.3716804636957,527162,NaN,NaN,0
569,122,-4237,-1578,20052,35636,11,65492,0.00781676009457406,72.3693731844367,527161,NaN,NaN,0
542,122,-4207,-1544,20037,35616,11,65516,0.00460174617139159,72.3636622424866,527820,NaN,NaN,0
580,137,-4268,-1561,20072,35593,11,65513,0.00730519179520102,72.3708972121948,527267,NaN,NaN,0
541,129,-4197,-1579,20053,35644,11,65538,0.00665940698227404,72.3614705735439,527402,NaN,NaN,0
566,113,-4221,-1497,20052,35531,11,65557,0.00555004070718476,72.3656504649054,527630,NaN,NaN,0
576,132,-4253,-1553,20057,35608,11,65526,0.00552403133494391,72.3691423999198,527636,NaN,NaN,0
556,132,-4239,-1533,20051,35580,11,65514,0.0048993940041678,72.3673274636612,527764,NaN,NaN,0
558,139,-4239,-1569,20082,35616,11,65558,0.00645302008838322,71.3543844967469,527446,NaN,NaN,0
559,124,-4236,-1563,20056,35619,11,65499,0.00687169741829637,72.3668419734334,527361,NaN,NaN,0
566,126,-4254,-1547,20091,35590,11,65554,0.00668918914996076,71.4935384575576,527399,NaN,NaN,0
555,134,-4213,-1549,20042,35558,11,65496,0.00868389484288215,72.372348603366,526992,NaN,NaN,0
544,139,-4224,-1570,20059,35633,11,65529,0.00528063113720592,72.3628195507743,527689,NaN,NaN,0
560,133,-4222,-1555,20039,35604,11,65514,0.00604026295135465,72.3696575331826,527535,NaN,NaN,0
559,148,-4231,-1555,20054,35572,11,65522,0.00705374648470539,72.3708141323813,527328,NaN,NaN,0
560,132,-4239,-1570,20055,35625,11,65501,0.00661778405861185,72.3678881671599,527418,NaN,NaN,0
575,148,-4229,-1583,20048,35642,11,65560,0.00553690995262373,72.3694731132176,527642,NaN,NaN,0
554,142,-4233,-1553,20050,35584,11,65504,0.00644799339844998,72.3698308555734,527456,NaN,NaN,0
575,139,-4252,-1585,20058,35642,11,65512,0.00671744070957636,72.3702678658774,527401,NaN,NaN,0
564,136,-4254,-1550,20067,35563,11,65489,0.00826702819071973,72.371144473456,527084,NaN,NaN,0
555,141,-4220,-1555,20039,35623,11,65543,0.00379165319767962,72.3664069785997,528002,NaN,NaN,0
570,130,-4268,-1586,20082,35628,11,65484,0.00886280089401414,72.3681224380458,526965,NaN,NaN,0
557,143,-4221,-1568,20053,35626,11,65554,0.00519661159850563,72.3653297559433,527716,NaN,NaN,0
559,144,-4220,-1588,20057,35654,11,65558,0.00572916081148167,72.3645590359711,527608,NaN,NaN,0
562,130,-4227,-1544,20070,35582,11,65564,0.00655539077783276,72.3454757133724,527439,NaN,NaN,0
558,135,-4238,-1569,20051,35637,11,65511,0.00529278069144706,72.3667755503727,527700,NaN,NaN,0
564,112,-4255,-1529,20067,35600,11,65518,0.00484555364580093,72.3629374144682,527792,NaN,NaN,0
552,144,-4262,-1554,20082,35570,11,65494,0.00753156944951558,71.3372705923526,527243,NaN,NaN,0
564,132,-4246,-1566,20067,35640,11,65542,0.00494113019642988,72.3633516824446,527774,NaN,NaN,0
557,122,-4224,-1531,20062,35580,11,65552,0.00570892433633796,72.3628458434059,527618,NaN,NaN,0
566,137,-4236,-1528,20055,35543,11,65531,0.00668744462699009,72.3705010280186,527418,NaN,NaN,0
570,128,-4258,-1517,20060,35554,11,65520,0.00517964230849386,72.3687612367456,527727,NaN,NaN,0
564,141,-4232,-1583,20045,35642,11,65512,0.0063146856505632,72.3698893265175,527499,NaN,NaN,0
549,130,-4201,-1574,20031,35624,11,65494,0.00754543480057684,72.3694843983038,527247,NaN,NaN,0
568,125,-4198,-1561,20036,35624,11,65564,0.00621773205317299,72.327070190639,527519,NaN,NaN,0
555,125,-4244,-1526,20067,35534,11,65488,0.00833074651801358,72.3687474921879,527087,NaN,NaN,0
562,139,-4245,-1570,20050,35646,11,65518,0.00437597615031015,71.3745419069467,527897,NaN,NaN,0
557,139,-4219,-1584,20048,35667,11,65549,0.00470667999824133,72.3641309699254,527830,NaN,NaN,0
554,132,-4246,-1568,20068,35641,11,65521,0.00518881371808955,72.3626254121146,527732,NaN,NaN,0
571,142,-4225,-1520,20059,35519,11,65573,0.00697958266946126,72.3701171580047,527366,NaN,NaN,0
567,138,-4233,-1543,20071,35568,11,65568,0.00678462557612067,72.3659438206376,527406,NaN,NaN,0
557,140,-4227,-1553,20049,35570,11,65502,0.00783536235540951,72.3714749413754,527191,NaN,NaN,0
570,120,-4265,-1551,20073,35631,11,65525,0.00478317837893163,72.3630772006229,527817,NaN,NaN,0
570,144,-4225,-1577,20045,35628,11,65542,0.0062897799262751,72.3701347943511,527509,NaN,NaN,0
549,133,-4242,-1537,20061,35583,11,65511,0.00527478587611755,72.3650825344088,527717,NaN,NaN,0
550,135,-4218,-1532,20039,35559,11,65507,0.00624667026350382,72.3698666098441,527518,NaN,NaN,0
557,131,-4227,-1564,20062,35630,11,65548,0.00560104408539989,72.3628098271198,527651,NaN,NaN,0
550,131,-4240,-1550,20071,35604,11,65528,0.00566880433868195,72.3623021903627,527638,NaN,NaN,0
550,159,-4213,-1552,20050,35572,11,65560,0.00567002028332588,72.368236494267,527638,NaN,NaN,0
545,126,-4210,-1531,20036,35576,11,65508,0.00568125622215132,72.3670989539698,527636,NaN,NaN,0
561,137,-4219,-1509,20047,35525,11,65559,0.00548278279325183,72.368821949558,527677,NaN,NaN,0
552,132,-4238,-1571,20065,35644,11,65524,0.00540011609787643,72.3624728595593,527694,NaN,NaN,0
564,120,-4240,-1535,20068,35593,11,65547,0.0055185866266588,72.3628597534289,527670,NaN,NaN,0
552,146,-4247,-1563,20077,35612,11,65542,0.00538809681224071,72.3629178188445,527697,NaN,NaN,0
572,137,-4219,-1541,20045,35568,11,65556,0.00662976634040514,72.3706572588056,527443,NaN,NaN,0
538,129,-4241,-1536,20081,35569,11,65511,0.00650528353259723,70.993063498174,527441,NaN,NaN,0
568,138,-4238,-1561,20057,35576,11,65504,0.0087328595381229,72.3724043341251,527016,NaN,NaN,0
568,134,-4240,-1546,20055,35569,11,65511,0.00757551260547666,72.3712406547782,527254,NaN,NaN,0
545,150,-4233,-1589,20054,35669,11,65523,0.00422833955246651,72.3638531382365,527941,NaN,NaN,0
535,149,-4218,-1572,20048,35628,11,65512,0.00513863402522977,72.3649521939434,527755,NaN,NaN,0
555,133,-4250,-1561,20064,35632,11,65514,0.00487531022828903,72.363936350394,527810,NaN,NaN,0
565,142,-4252,-1588,20064,35628,11,65490,0.0080886127881302,72.3704074628966,527152,NaN,NaN,0
561,127,-4224,-1544,20041,35578,11,65500,0.00730503622905705,72.3708847234898,527314,NaN,NaN,0
579,145,-4227,-1565,20051,35601,11,65567,0.00667862157687956,72.3707644892787,527443,NaN,NaN,0
545,128,-4203,-1555,20028,35634,11,65520,0.00408941256281494,70.9852367170023,527913,NaN,NaN,0
548,151,-4228,-1581,20048,35628,11,65504,0.00622608731035643,72.3687416389188,527536,NaN,NaN,0
565,129,-4235,-1538,20063,35588,11,65556,0.00549243894973545,72.3646016825489,527687,NaN,NaN,0
569,157,-4269,-1528,20083,35535,11,65559,0.00544595345445755,72.3683129464185,527697,NaN,NaN,0
565,148,-4271,-1560,20073,35598,11,65508,0.00592005122538311,72.3688063657268,527600,NaN,NaN,0
575,132,-4218,-1574,20037,35635,11,65539,0.00658919891735352,72.3704191372835,527463,NaN,NaN,0
550,137,-4204,-1585,20052,35656,11,65556,0.00600007638734336,72.3625914602885,527584,NaN,NaN,0
552,122,-4227,-1533,20051,35567,11,65497,0.00713564422897139,72.3675691641742,527353,NaN,NaN,0
568,132,-4247,-1566,20057,35606,11,65494,0.00773874376482419,72.3706195119794,527230,NaN,NaN,0
559,135,-4238,-1574,20053,35631,11,65501,0.00661941286713639,72.3681049881439,527460,NaN,NaN,0
545,158,-4216,-1557,20044,35578,11,65526,0.00608517823924045,72.3698692612444,527570,NaN,NaN,0
546,136,-4218,-1558,20038,35630,11,65518,0.00435637445386321,72.365530552177,527925,NaN,NaN,0
562,135,-4255,-1556,20069,35580,11,65490,0.00807920848092883,72.3695840121706,527163,NaN,NaN,0
555,137,-4242,-1552,20051,35623,11,65521,0.00396589287824562,71.3163565458408,528007,NaN,NaN,0
552,148,-4229,-1554,20050,35611,11,65545,0.00409890820200895,72.365765520148,527981,NaN,NaN,0
569,150,-4236,-1603,20048,35672,11,65528,0.00604931765905574,72.3697194708282,527586,NaN,NaN,0
563,137,-4205,-1555,20039,35566,11,65524,0.00887550007343024,71.5096384223972,527008,NaN,NaN,0
541,139,-4225,-1542,20055,35593,11,65529,0.00474124470671273,72.3635227214996,527855,NaN,NaN,0
549,113,-4210,-1544,20039,35626,11,65520,0.00502921935612094,72.1026602594711,527797,NaN,NaN,0
564,139,-4216,-1578,20045,35649,11,65557,0.00543599319515526,72.3662245778596,527714,NaN,NaN,0
554,148,-4229,-1547,20065,35577,11,65559,0.00581321431015148,72.3653576244067,527638,NaN,NaN,0
558,124,-4232,-1521,20046,35552,11,65502,0.00649359297436546,72.3694074754344,527499,NaN,NaN,0
548,146,-4248,-1545,20068,35559,11,65497,0.00714308175411442,72.3683735862434,527367,NaN,NaN,0
576,152,-4248,-1546,20075,35555,11,65573,0.00699929844950029,72.3693193904405,527397,NaN,NaN,0
557,131,-4240,-1573,20063,35610,11,65486,0.00859480272355828,72.3683915197499,527072,NaN,NaN,0
549,132,-4219,-1556,20049,35573,11,65483,0.00899957476660354,72.3703273029064,526990,NaN,NaN,0
553,147,-4230,-1599,20051,35650,11,65494,0.00754900970722951,72.3692874367274,527288,NaN,NaN,0
544,136,-4206,-1517,20053,35538,11,65558,0.00586233094500384,72.3644828312299,527634,NaN,NaN,0
559,154,-4229,-1550,20054,35563,11,65539,0.00676139456635229,72.370665386752,527450,NaN,NaN,0
561,135,-4228,-1563,20052,35636,11,65550,0.0047757447581216,72.3645851493074,527857,NaN,NaN,0
570,151,-4243,-1573,20053,35636,11,65552,0.00459075425607398,72.3682940445562,527895,NaN,NaN,0
568,154,-4249,-1569,20064,35594,11,65530,0.00702560107762823,72.3708038832871,527399,NaN,NaN,0
572,139,-4258,-1553,20062,35594,11,65518,0.00627254184587458,72.3698774988331,527554,NaN,NaN,0
556,149,-4201,-1547,20035,35572,11,65556,0.00615061233881169,72.3702048122182,527579,NaN,NaN,0
552,142,-4212,-1537,20038,35561,11,65527,0.00630712045925901,72.3701127805197,527548,NaN,NaN,0
568,115,-4291,-1575,20106,35647,11,65493,0.00761954048437369,72.3605344182123,527280,NaN,NaN,0
558,151,-4217,-1518,20056,35510,11,65570,0.00673103910783402,72.2357373236125,527463,NaN,NaN,0
567,134,-4245,-1575,20050,35645,11,65507,0.00589126830667515,72.3686167613866,527635,NaN,NaN,0
554,141,-4236,-1576,20049,35649,11,65513,0.0050257857249044,72.3663841830316,527813,NaN,NaN,0
561,146,-4252,-1552,20068,35547,11,65489,0.00912297098676795,71.5962287033842,526974,NaN,NaN,0
557,107,-4207,-1574,20037,35650,11,65490,0.00805073328241508,72.3664250988298,527194,NaN,NaN,0
558,138,-4255,-1572,20074,35600,11,65486,0.00859677218220934,72.368473147043,527083,NaN,NaN,0
576,139,-4246,-1569,20052,35633,11,65537,0.00549970948074623,72.3692115888994,527718,NaN,NaN,0
554,122,-4255,-1571,20077,35650,11,65504,0.00616942438204348,72.3610976792641,527586,NaN,NaN,0
549,122,-4227,-1523,20055,35536,11,65488,0.00832553214112308,72.3684969941875,527145,NaN,NaN,0
567,145,-4228,-1555,20066,35581,11,65571,0.00702854164406679,72.3670384734636,527411,NaN,NaN,0
568,141,-4256,-1524,20069,35522,11,65518,0.00768317342802268,72.3714260361786,527278,NaN,NaN,0
564,154,-4248,-1563,20059,35603,11,65535,0.00554543495608107,72.3692836370411,527716,NaN,NaN,0
565,151,-4252,-1540,20065,35575,11,65553,0.00481132075717958,72.3676601407181,527869,NaN,NaN,0
573,137,-4260,-1553,20062,35596,11,65514,0.00639324363064329,72.3699643510066,527546,NaN,NaN,0
564,134,-4247,-1558,20056,35599,11,65497,0.00716084031578431,72.369899928029,527389,NaN,NaN,0
551,127,-4237,-1556,20061,35605,11,65497,0.00712202435617282,72.3655677193546,527400,NaN,NaN,0
567,148,-4239,-1579,20078,35620,11,65570,0.0070977428897134,71.4261173750984,527405,NaN,NaN,0
573,130,-4240,-1587,20058,35684,11,65552,0.00501411683390721,71.7197550361754,527832,NaN,NaN,0
563,127,-4235,-1538,20057,35602,11,65550,0.00482861230127592,72.3641311801788,527870,NaN,NaN,0
550,133,-4256,-1568,20084,35629,11,65515,0.00634261733766807,72.36113592163,527560,NaN,NaN,0
558,131,-4234,-1563,20049,35619,11,65501,0.00661790896912049,72.3680841003238,527504,NaN,NaN,0
559,155,-4260,-1575,20073,35583,11,65487,0.00873782896544502,71.7879270203156,527071,NaN,NaN,0
579,131,-4226,-1558,20045,35598,11,65540,0.00756140783742879,72.3714630281356,527312,NaN,NaN,0
574,176,-4239,-1651,20061,35703,11,65545,0.00796712258445075,72.3718759007561,527229,NaN,NaN,0
530,172,-4174,-1701,20021,35790,11,65486,0.00859727507819271,72.3692284541892,527100,NaN,NaN,0
569,130,-4242,-1534,20058,35538,11,65500,0.00897495922229176,72.372640864744,527023,NaN,NaN,0
555,139,-4198,-1545,20033,35557,11,65525,0.00815115354721382,72.3720642019808,527193,NaN,NaN,0
558,132,-4230,-1559,20060,35627,11,65549,0.00535161050845002,72.3631227884919,527767,NaN,NaN,0
615,131,-4335,-1629,20109,35705,11,65487,0.00920260147520951,71.1294752830192,526979,NaN,NaN,0
547,87,-4209,-1447,20038,35472,11,65504,0.00618521605982147,72.3649369498671,527597,NaN,NaN,0
565,138,-4230,-1584,20045,35629,11,65497,0.00812621752033121,72.3716860847,527201,NaN,NaN,0
554,131,-4234,-1545,20059,35548,11,65478,0.00966598909785472,71.9962658778455,526886,NaN,NaN,0
562,131,-4219,-1519,20046,35516,11,65518,0.00850945417231889,72.3723638297118,527123,NaN,NaN,0
550,140,-4218,-1561,20054,35571,11,65501,0.00671769817737038,70.8742285100457,526976,NaN,NaN,0
561,151,-4256,-1561,20066,35623,11,65545,0.00407759139207449,72.0540565386502,528032,NaN,NaN,0
554,140,-4233,-1562,20054,35579,11,65485,0.00874686645866413,72.371282849069,527076,NaN,NaN,0
542,151,-4225,-1546,20058,35548,11,65508,0.00570735181879748,70.8938645001274,527264,NaN,NaN,0
558,150,-4220,-1565,20048,35615,11,65557,0.0053671308152352,72.3672058452979,527769,NaN,NaN,0
545,138,-4219,-1533,20037,35577,11,65513,0.00503047940058325,72.0527835363533,527838,NaN,NaN,0
562,132,-4223,-1565,20039,35609,11,65499,0.00763582687829592,72.3712099597778,527306,NaN,NaN,0
565,137,-4244,-1582,20049,35658,11,65508,0.00570199659320924,72.0040026084667,527703,NaN,NaN,0
548,146,-4241,-1568,20057,35641,11,65525,0.00416929330369507,71.0063029289341,528017,NaN,NaN,0
558,132,-4233,-1548,20071,35598,11,65558,0.00610942710361514,72.3624642625017,527620,NaN,NaN,0
553,140,-4240,-1568,20061,35597,11,65489,0.00820416601433138,72.3691183492631,527191,NaN,NaN,0
545,139,-4229,-1529,20052,35540,11,65496,0.00727942549437816,72.3694158547733,527382,NaN,NaN,0
568,157,-4256,-1557,20067,35584,11,65542,0.00599181947749905,72.3698127322828,527646,NaN,NaN,0
561,137,-4226,-1575,20046,35599,11,65485,0.00934225130889389,72.3728936771344,526960,NaN,NaN,0
564,158,-4253,-1568,20065,35595,11,65527,0.00658573158206384,72.3703148084152,527525,NaN,NaN,0
560,141,-4212,-1572,20032,35631,11,65529,0.00602680257413029,72.3697772271918,527640,NaN,NaN,0
533,113,-4208,-1449,20046,35421,11,65491,0.00791775253804019,72.3683030984308,527253,NaN,NaN,0
550,129,-4243,-1526,20060,35568,11,65508,0.00567193079326886,72.3654454981301,527713,NaN,NaN,0
554,141,-4220,-1550,20047,35550,11,65494,0.00926174588304353,72.3729448005185,526978,NaN,NaN,0
555,145,-4246,-1519,20058,35533,11,65519,0.00583439578245713,72.3695087858809,527680,NaN,NaN,0
556,148,-4237,-1554,20052,35582,11,65512,0.00663087975913605,72.3702723067757,527517,NaN,NaN,0
568,132,-4259,-1551,20070,35623,11,65543,0.0046018037304921,72.3637469669438,527934,NaN,NaN,0
553,116,-4218,-1546,20045,35627,11,65527,0.00517916816932518,72.3628767379871,527816,NaN,NaN,0
562,159,-4277,-1546,20079,35562,11,65516,0.00599040642939824,72.3342118372221,527651,NaN,NaN,0
555,143,-4262,-1539,20074,35555,11,65497,0.00714666968132121,72.3684759801344,527415,NaN,NaN,0
551,121,-4230,-1563,20054,35637,11,65503,0.00631855254922024,72.3637703589343,527588,NaN,NaN,0
547,142,-4213,-1530,20036,35556,11,65520,0.0059195365102491,72.3696525842803,527670,NaN,NaN,0
553,156,-4254,-1561,20068,35568,11,65492,0.00795467599235686,72.371109237006,527254,NaN,NaN,0
562,132,-4229,-1534,20053,35523,11,65491,0.0100656668356874,71.7154233495616,526823,NaN,NaN,0
552,118,-4217,-1567,20046,35626,11,65490,0.0080505088602909,72.3665605137725,527236,NaN,NaN,0
546,141,-4241,-1562,20064,35603,11,65499,0.00686171868336628,72.3660332082239,527480,NaN,NaN,0
559,147,-4227,-1536,20066,35550,11,65568,0.00675024519314955,72.3666828225397,527503,NaN,NaN,0
562,147,-4250,-1568,20055,35620,11,65512,0.00578548631418122,72.3692357693272,527701,NaN,NaN,0
548,133,-4210,-1536,20033,35560,11,65496,0.00736349157533,72.3709393969497,527378,NaN,NaN,0
569,125,-4235,-1561,20065,35633,11,65559,0.00597226963861641,72.36305011292,527663,NaN,NaN,0
557,132,-4246,-1535,20059,35564,11,65498,0.00701628467521472,72.3687310021589,527450,NaN,NaN,0
574,142,-4264,-1570,20062,35628,11,65516,0.00594226438943934,72.3694797829785,527670,NaN,NaN,0
573,130,-4261,-1544,20061,35587,11,65505,0.00668320854903664,72.3699217908923,527519,NaN,NaN,0
559,152,-4259,-1583,20070,35613,11,65491,0.00795286893552564,72.3700862459564,527259,NaN,NaN,0
552,140,-4190,-1542,20027,35585,11,65559,0.00558038360551155,72.3681340717998,527748,NaN,NaN,0
569,142,-4210,-1569,20037,35626,11,65564,0.00598659270581988,72.3690506776422,527667,NaN,NaN,0
550,153,-4228,-1533,20049,35567,11,65549,0.00444505311747805,71.5799031303516,527983,NaN,NaN,0
571,123,-4231,-1564,20045,35597,11,65485,0.00944261896636433,72.3729060619442,526960,NaN,NaN,0
575,144,-4238,-1546,20055,35575,11,65555,0.00654234840922646,72.3705246758809,527554,NaN,NaN,0
530,141,-4224,-1491,20056,35474,11,65498,0.00699775641042241,71.304613555028,527461,NaN,NaN,0
565,159,-4228,-1594,20051,35629,11,65535,0.00758475404042654,72.3714556528278,527341,NaN,NaN,0
556,146,-4217,-1582,20036,35635,11,65513,0.00672219738726424,72.3703728951506,527518,NaN,NaN,0
560,128,-4224,-1563,20058,35636,11,65554,0.00576146806018701,72.3627503333122,527715,NaN,NaN,0
543,135,-4214,-1567,20049,35639,11,65531,0.00539928948704813,72.3627566312312,527790,NaN,NaN,0
573,130,-4223,-1544,20054,35588,11,65568,0.00665179599670589,72.3671282141513,527535,NaN,NaN,0
571,121,-4281,-1586,20086,35686,11,65508,0.00581328320114771,72.361360372171,527710,NaN,NaN,0
568,134,-4202,-1539,20036,35575,11,65569,0.0065891201024714,72.3693658141694,527552,NaN,NaN,0
556,137,-4214,-1568,20054,35630,11,65560,0.0060740722211478,72.3638210845644,527658,NaN,NaN,0
568,146,-4232,-1564,20057,35565,11,65515,0.00970369270953557,71.3268072810908,526916,NaN,NaN,0
564,153,-4260,-1566,20071,35573,11,65497,0.00866390504848559,72.3722554002308,527129,NaN,NaN,0
554,140,-4206,-1532,20048,35557,11,65565,0.00642381803285608,72.3667485397984,527588,NaN,NaN,0
550,135,-4230,-1613,20076,35695,11,65531,0.00753374863026289,71.9968104903793,527361,NaN,NaN,0
571,129,-4237,-1567,20050,35596,11,65488,0.00940015848368103,72.3729546068484,526980,NaN,NaN,0
564,131,-4212,-1501,20043,35492,11,65542,0.00804907641383834,72.3721088530564,527257,NaN,NaN,0
554,137,-4256,-1580,20076,35630,11,65492,0.00778304830205557,72.3654558089655,527312,NaN,NaN,0
576,137,-4233,-1584,20049,35624,11,65514,0.00881431167987087,72.3725442952295,527101,NaN,NaN,0
560,155,-4244,-1529,20060,35551,11,65555,0.00499927573810322,72.3685152662283,527883,NaN,NaN,0
561,152,-4264,-1540,20072,35545,11,65507,0.00731436790785322,72.370930835402,527409,NaN,NaN,0
577,122,-4238,-1542,20047,35583,11,65515,0.00760986180425341,72.3712898807545,527349,NaN,NaN,0
571,156,-4222,-1563,20053,35573,11,65563,0.00796706934392754,72.3721377441086,527276,NaN,NaN,0
554,137,-4225,-1572,20051,35583,11,65473,0.0103362988359206,71.8907156635825,526791,NaN,NaN,0
561,135,-4242,-1543,20046,35601,11,65515,0.00506872910178066,71.6376235600016,527873,NaN,NaN,0
567,139,-4227,-1552,20043,35614,11,65554,0.00492415170368935,72.3677651564372,527903,NaN,NaN,0
572,125,-4244,-1546,20057,35553,11,65481,0.0102375478687276,72.3051013598289,526815,NaN,NaN,0
567,170,-4260,-1569,20077,35593,11,65563,0.00587489221089946,72.36861341744,527709,NaN,NaN,0
554,142,-4224,-1555,20045,35572,11,65496,0.00833182377179915,72.3719599794912,527206,NaN,NaN,0
566,130,-4253,-1577,20066,35620,11,65484,0.00886921658285143,72.3693059606088,527096,NaN,NaN,0
549,139,-4222,-1618,20054,35721,11,65525,0.00586207362005424,72.3619183261936,527714,NaN,NaN,0
551,140,-4247,-1548,20061,35591,11,65505,0.00607873160492513,72.3667180444977,527671,NaN,NaN,0
578,140,-4227,-1532,20050,35553,11,65571,0.00680432108318998,72.3709653496878,527524,NaN,NaN,0
573,133,-4234,-1548,20054,35555,11,65511,0.00959932049879275,71.9960198556585,526952,NaN,NaN,0
553,135,-4255,-1574,20076,35648,11,65518,0.00579769023287316,72.3618160710298,527732,NaN,NaN,0
545,164,-4211,-1520,20050,35509,11,65565,0.00617863221725096,71.9963366931237,527654,NaN,NaN,0
575,132,-4265,-1543,20070,35550,11,65488,0.0093919153392031,72.3729296234729,526996,NaN,NaN,0
575,127,-4227,-1544,20050,35601,11,65563,0.00604742891704144,72.3670784083388,527681,NaN,NaN,0
592,130,-4326,-1588,20117,35625,11,65475,0.0100628515402394,72.3686794050837,526859,NaN,NaN,0
565,129,-4245,-1536,20056,35550,11,65488,0.00870963566282917,72.3720178891465,527137,NaN,NaN,0
564,152,-4255,-1558,20064,35582,11,65516,0.00703081738371517,72.3706944580962,527483,NaN,NaN,0
560,139,-4242,-1600,20061,35698,11,65534,0.00516617051970094,72.3628678160672,527865,NaN,NaN,0
559,146,-4227,-1546,20044,35583,11,65535,0.00585992393994837,72.3696663499442,527723,NaN,NaN,0
532,154,-4217,-1551,20046,35574,11,65502,0.00647561179602083,72.3679974843565,527597,NaN,NaN,0
566,120,-4227,-1554,20051,35639,11,65551,0.00520782813828285,71.8001782422444,527859,NaN,NaN,0
550,161,-4237,-1578,20054,35638,11,65538,0.0031830694486742,70.9292962847128,527986,NaN,NaN,0
