C0,C1,C2,C3,C4,C5,TAPS,COEFFICIENT_SUM,COARSE_WORST_PASS_DB,COARSE_WORST_STOP_DB,SEARCH_VECTOR_PEAK,PRECISE_WORST_PASS_DB,PRECISE_WORST_STOP_DB,PASS
573,142,-4240,-1573,20057,35629,11,65547,0.00455763974782448,72.368310010146,527600,NaN,NaN,0
574,128,-4226,-1538,20054,35556,11,65540,0.00673184011491029,71.1286226006889,527155,NaN,NaN,0
585,118,-4320,-1557,20123,35616,11,65514,0.00571317855513157,72.3615074725547,527364,NaN,NaN,0
565,136,-4235,-1538,20068,35564,11,65556,0.00531873371929254,72.3663601193497,527445,NaN,NaN,0
564,106,-4239,-1556,20066,35620,11,65502,0.00645623320082465,71.9876583687771,527213,NaN,NaN,0
543,130,-4190,-1569,20025,35650,11,65528,0.00356276452795428,72.3648888089382,527806,NaN,NaN,0
553,143,-4214,-1561,20046,35585,11,65519,0.00622656728932899,72.3699300220447,527261,NaN,NaN,0
545,142,-4213,-1586,20042,35662,11,65522,0.00382708336677979,72.3649831752286,527753,NaN,NaN,0
554,124,-4223,-1551,20060,35607,11,65535,0.00499086866662889,72.3632712149143,527515,NaN,NaN,0
550,146,-4216,-1575,20039,35638,11,65526,0.00376186060253694,72.3673524625831,527767,NaN,NaN,0
554,126,-4221,-1577,20049,35651,11,65513,0.00501311862352161,72.3649242879071,527511,NaN,NaN,0
571,131,-4243,-1571,20058,35616,11,65508,0.00641804861088674,72.3698169728781,527225,NaN,NaN,0
564,132,-4251,-1550,20069,35571,11,65499,0.00689297094152125,72.3693595810215,527130,NaN,NaN,0
559,125,-4189,-1575,20022,35637,11,65521,0.00594607690881259,72.3696376789052,527324,NaN,NaN,0
570,150,-4267,-1545,20079,35566,11,65540,0.00479186922528115,72.3685057623168,527561,NaN,NaN,0
547,123,-4206,-1530,20039,35562,11,65508,0.00568648842035012,72.3677571548503,527379,NaN,NaN,0
541,182,-4242,-1647,20069,35708,11,65514,0.00489472560717843,72.3662920959341,527546,NaN,NaN,0
558,132,-4222,-1559,20041,35620,11,65520,0.00436326455071208,72.3677289961885,527655,NaN,NaN,0
568,127,-4224,-1576,20040,35649,11,65519,0.00498592850839202,72.1846570237275,527528,NaN,NaN,0
548,150,-4236,-1551,20058,35577,11,65515,0.00481222979285985,72.3681419629805,527564,NaN,NaN,0
562,130,-4204,-1555,20043,35583,11,65535,0.00576359015439391,70.9435461087632,527138,NaN,NaN,0
589,106,-4309,-1555,20114,35626,11,65516,0.00592304911841811,72.2927816984714,527337,NaN,NaN,0
549,128,-4249,-1549,20080,35589,11,65507,0.0057850806723723,72.3629047195233,527366,NaN,NaN,0
558,127,-4232,-1564,20055,35622,11,65510,0.00541954516356708,72.3662867706708,527441,NaN,NaN,0
559,133,-4226,-1565,20065,35620,11,65552,0.00512700731503484,72.3635644894531,527503,NaN,NaN,0
553,128,-4191,-1564,20041,35621,11,65555,0.00542289437988451,72.3647191214272,527446,NaN,NaN,0
556,144,-4215,-1567,20048,35587,11,65519,0.00691259316747067,72.3706494275685,527141,NaN,NaN,0
579,130,-4235,-1574,20048,35650,11,65546,0.00437049133584281,71.2450053344813,527662,NaN,NaN,0
554,120,-4213,-1549,20044,35589,11,65501,0.00661374605711489,72.3680570904734,527203,NaN,NaN,0
562,144,-4240,-1555,20063,35570,11,65518,0.00655912505844752,72.3702317569281,527215,NaN,NaN,0
563,119,-4248,-1536,20063,35596,11,65518,0.00435587290994123,72.364740848641,527669,NaN,NaN,0
559,141,-4246,-1542,20067,35585,11,65543,0.00387389465079388,72.3653447107047,527768,NaN,NaN,0
563,141,-4239,-1538,20070,35561,11,65555,0.00519203537336321,72.366466924785,527499,NaN,NaN,0
562,121,-4212,-1549,20033,35609,11,65519,0.00497854340546572,72.3685751841847,527543,NaN,NaN,0
558,135,-4228,-1544,20051,35570,11,65514,0.00593803029133102,72.3695601883406,527348,NaN,NaN,0
569,135,-4241,-1588,20060,35674,11,65544,0.00400035978600891,72.364571197673,527745,NaN,NaN,0
571,132,-4227,-1556,20052,35586,11,65530,0.00667193120629434,72.3704455566166,527198,NaN,NaN,0
556,124,-4219,-1532,20037,35591,11,65523,0.00371127391264051,72.0643928832363,527806,NaN,NaN,0
556,139,-4199,-1581,20049,35632,11,65560,0.00591052450313136,71.4478577307379,527356,NaN,NaN,0
570,129,-4217,-1542,20043,35588,11,65554,0.00485713366842547,72.3685275024165,527572,NaN,NaN,0
561,106,-4221,-1513,20042,35563,11,65513,0.0050252238116046,72.3667650400045,527539,NaN,NaN,0
554,155,-4250,-1533,20067,35555,11,65541,0.00359568029874017,72.3673083149611,527832,NaN,NaN,0
563,148,-4215,-1598,20058,35650,11,65562,0.00600820300546813,71.6448867957445,527338,NaN,NaN,0
554,117,-4221,-1563,20066,35622,11,65528,0.00584070082499794,70.9741543544049,527267,NaN,NaN,0
554,117,-4203,-1565,20037,35619,11,65499,0.00687555957687164,72.3678363761533,527161,NaN,NaN,0
556,150,-4250,-1555,20068,35572,11,65510,0.00586097237000975,72.3693302281247,527369,NaN,NaN,0
566,133,-4203,-1603,20043,35685,11,65557,0.00548314161178271,71.3352600333287,527448,NaN,NaN,0
549,142,-4232,-1535,20059,35574,11,65540,0.00369857129056059,72.3650106528999,527814,NaN,NaN,0
530,144,-4156,-1558,20008,35594,11,65530,0.00517753652558719,72.3690318827064,527512,NaN,NaN,0
570,130,-4228,-1621,20052,35734,11,65540,0.00449560496937585,71.8690837350924,527653,NaN,NaN,0
554,144,-4236,-1587,20065,35655,11,65535,0.00449680848778211,72.3637627991411,527653,NaN,NaN,0
563,158,-4238,-1555,20066,35567,11,65555,0.0054881251298673,72.3694295209937,527452,NaN,NaN,0
560,133,-4227,-1526,20055,35528,11,65518,0.00694441645351022,72.3706842917409,527154,NaN,NaN,0
563,131,-4211,-1585,20047,35662,11,65552,0.00497284987039135,72.3649172104988,527558,NaN,NaN,0
547,140,-4215,-1561,20060,35606,11,65548,0.00508045483904635,72.3635332308648,527536,NaN,NaN,0
561,132,-4216,-1544,20049,35549,11,65513,0.00793774068163572,71.3568436251477,526951,NaN,NaN,0
552,128,-4225,-1578,20069,35640,11,65532,0.00601126201428781,72.3619621058659,527347,NaN,NaN,0
551,139,-4239,-1546,20058,35601,11,65527,0.00347288167773673,72.3648636155835,527868,NaN,NaN,0
569,128,-4209,-1615,20030,35703,11,65509,0.0063157720224112,71.6255955761869,527289,NaN,NaN,0
563,130,-4235,-1561,20056,35634,11,65540,0.00391346203280811,72.3645519794835,527781,NaN,NaN,0
558,124,-4231,-1503,20045,35546,11,65532,0.00323405881225183,72.3668627455399,527921,NaN,NaN,0
561,130,-4213,-1545,20037,35596,11,65536,0.00463585317924438,72.3683728612175,527634,NaN,NaN,0
544,138,-4227,-1542,20054,35591,11,65525,0.00381074872457889,72.3644986174537,527803,NaN,NaN,0
557,144,-4243,-1533,20067,35527,11,65511,0.00695130878734317,71.5364326008696,527160,NaN,NaN,0
560,133,-4236,-1548,20048,35620,11,65534,0.00289288304633953,71.3775659593588,527992,NaN,NaN,0
558,139,-4247,-1554,20067,35610,11,65536,0.00391938046893005,72.3644754864522,527782,NaN,NaN,0
556,133,-4229,-1586,20054,35651,11,65507,0.00581541188194687,72.3663486960046,527394,NaN,NaN,0
560,150,-4247,-1560,20076,35594,11,65552,0.00492234093636318,72.3654310999796,527577,NaN,NaN,0
567,154,-4240,-1555,20065,35575,11,65557,0.00530973030411974,72.369242604401,527498,NaN,NaN,0
573,134,-4240,-1546,20070,35562,11,65544,0.00509169231841336,70.902122203031,527142,NaN,NaN,0
570,138,-4217,-1575,20053,35624,11,65562,0.00588519248083183,71.9377184506143,527381,NaN,NaN,0
556,143,-4216,-1592,20046,35622,11,65496,0.00793637452235049,72.371509442831,526961,NaN,NaN,0
551,127,-4199,-1543,20031,35574,11,65508,0.00639005808144289,72.3700344272853,527278,NaN,NaN,0
551,128,-4216,-1564,20041,35644,11,65524,0.00377537429887365,72.3644450016172,527814,NaN,NaN,0
568,133,-4218,-1549,20048,35571,11,65535,0.00689316888357952,72.370751610525,527180,NaN,NaN,0
563,113,-4235,-1557,20055,35635,11,65513,0.00501042833993202,72.3642716577554,527566,NaN,NaN,0
553,139,-4221,-1536,20044,35583,11,65541,0.00353987180229323,72.3667700467813,527868,NaN,NaN,0
566,118,-4243,-1566,20058,35650,11,65516,0.0046185347014509,72.3643452757218,527649,NaN,NaN,0
544,130,-4235,-1507,20062,35527,11,65515,0.00474581970950061,72.3652730882964,527624,NaN,NaN,0
570,133,-4232,-1567,20052,35607,11,65519,0.00663999681974946,72.370298434036,527237,NaN,NaN,0
559,148,-4222,-1547,20054,35558,11,65542,0.00616963874717003,72.3700695597058,527334,NaN,NaN,0
569,139,-4218,-1549,20047,35583,11,65559,0.00539820814768301,72.3693718902969,527494,NaN,NaN,0
550,138,-4202,-1556,20034,35592,11,65520,0.00577969114596582,72.3694834380539,527416,NaN,NaN,0
544,158,-4217,-1534,20054,35528,11,65538,0.00569204587833441,70.9993615132202,527432,NaN,NaN,0
556,145,-4237,-1550,20059,35567,11,65513,0.00619983509228389,72.3698254237618,527331,NaN,NaN,0
529,139,-4200,-1568,20048,35609,11,65505,0.00605134325188831,72.3643719425586,527362,NaN,NaN,0
553,126,-4235,-1547,20074,35575,11,65517,0.00448217586440557,70.8719729834942,527159,NaN,NaN,0
533,177,-4185,-1631,20027,35693,11,65535,0.00458335182773104,72.3683509076654,527665,NaN,NaN,0
554,152,-4234,-1545,20063,35570,11,65550,0.00458563519753333,72.3668572060941,527665,NaN,NaN,0
555,128,-4224,-1554,20047,35606,11,65510,0.00542479119657939,72.3672333129585,527494,NaN,NaN,0
563,136,-4260,-1534,20072,35551,11,65505,0.0061142886530056,72.3690379125593,527353,NaN,NaN,0
557,131,-4229,-1567,20073,35612,11,65542,0.00506980481577297,70.9288554612539,527276,NaN,NaN,0
565,131,-4230,-1582,20052,35620,11,65492,0.00798353048488653,72.3709291706927,526972,NaN,NaN,0
542,115,-4197,-1541,20040,35581,11,65499,0.00685477706903761,72.365924116422,527204,NaN,NaN,0
557,138,-4240,-1566,20055,35632,11,65520,0.00410215835989411,72.3659699003364,527768,NaN,NaN,0
577,123,-4221,-1523,20048,35546,11,65554,0.00626661950007059,72.0105115177509,527325,NaN,NaN,0
545,155,-4249,-1572,20071,35618,11,65518,0.0043536839548705,72.3648344473179,527717,NaN,NaN,0
542,132,-4215,-1553,20046,35615,11,65519,0.00421115646368001,72.3640322154789,527748,NaN,NaN,0
554,136,-4209,-1534,20041,35553,11,65529,0.00598451246150158,72.3697861933551,527385,NaN,NaN,0
569,97,-4236,-1523,20058,35596,11,65526,0.00495690824083709,72.3630104713535,527596,NaN,NaN,0
551,148,-4222,-1553,20062,35582,11,65554,0.00520842565804962,72.3655611356943,527546,NaN,NaN,0
560,119,-4206,-1555,20032,35600,11,65500,0.00696812985309009,72.3703503508091,527186,NaN,NaN,0
569,137,-4283,-1559,20090,35599,11,65507,0.00582083941546285,72.3662712173932,527421,NaN,NaN,0
572,135,-4249,-1560,20064,35587,11,65511,0.00710078922941688,72.3707024872404,527160,NaN,NaN,0
554,144,-4230,-1581,20052,35628,11,65506,0.00596369777201444,72.3685966298977,527394,NaN,NaN,0
568,138,-4248,-1532,20060,35572,11,65544,0.00404854268627014,72.3677783947531,527787,NaN,NaN,0
578,136,-4232,-1551,20057,35576,11,65552,0.00662360538862194,72.2336213592768,527263,NaN,NaN,0
573,130,-4245,-1557,20060,35625,11,65547,0.00423659856295445,72.3658708398032,527752,NaN,NaN,0
552,143,-4217,-1526,20045,35550,11,65544,0.00444770577134986,72.3682869731371,527709,NaN,NaN,0
559,136,-4223,-1567,20045,35608,11,65508,0.00637816857765886,72.3699573260291,527314,NaN,NaN,0
554,125,-4207,-1536,20050,35581,11,65553,0.00522616644162286,72.3643492380116,527551,NaN,NaN,0
561,157,-4219,-1590,20060,35618,11,65556,0.00507773775374168,70.9161454597861,527239,NaN,NaN,0
563,136,-4235,-1540,20052,35592,11,65544,0.00384048951247356,72.3668331461782,527836,NaN,NaN,0
552,126,-4254,-1534,20079,35569,11,65507,0.00579170691011598,72.3637138781039,527437,NaN,NaN,0
542,145,-4185,-1569,20028,35591,11,65513,0.00710860428736274,72.3708700380821,527168,NaN,NaN,0
545,123,-4227,-1578,20065,35650,11,65506,0.00595183060668406,72.3614544017585,527405,NaN,NaN,0
561,135,-4229,-1561,20044,35621,11,65521,0.00464179938148853,72.3682128043514,527675,NaN,NaN,0
567,114,-4224,-1550,20045,35589,11,65493,0.00768928985792829,72.3703603078444,527052,NaN,NaN,0
562,137,-4231,-1553,20052,35583,11,65517,0.00629343516082569,72.3699460014829,527338,NaN,NaN,0
531,152,-4201,-1542,20036,35562,11,65514,0.00489782873043908,72.3683956130208,527624,NaN,NaN,0
565,142,-4202,-1578,20036,35633,11,65559,0.00541953985869777,72.3688951442237,527520,NaN,NaN,0
548,128,-4225,-1538,20056,35562,11,65500,0.00673774379749339,72.3673093062161,527251,NaN,NaN,0
584,119,-4244,-1549,20067,35606,11,65560,0.00574185796288371,71.2334057372243,527455,NaN,NaN,0
563,125,-4221,-1550,20065,35596,11,65560,0.00607100209480284,71.0300265952921,527388,NaN,NaN,0
564,132,-4248,-1545,20057,35597,11,65517,0.00459858014951236,72.3675814423308,527690,NaN,NaN,0
553,126,-4217,-1539,20059,35585,11,65549,0.00531159920727142,72.3632711066071,527549,NaN,NaN,0
561,146,-4209,-1588,20038,35642,11,65538,0.00577163785063341,72.3695765665217,527457,NaN,NaN,0
563,128,-4266,-1524,20079,35544,11,65504,0.00621722680745559,72.3671962087104,527366,NaN,NaN,0
568,128,-4237,-1547,20054,35576,11,65508,0.00695498167495128,72.3705508241036,527215,NaN,NaN,0
557,134,-4220,-1589,20043,35655,11,65505,0.00609208961156824,72.3680926442944,527392,NaN,NaN,0
570,145,-4279,-1561,20080,35626,11,65536,0.00333420277330682,72.3650035647033,527958,NaN,NaN,0
560,146,-4250,-1546,20058,35600,11,65536,0.00316119398332822,71.5903381050535,527994,NaN,NaN,0
556,145,-4251,-1559,20064,35621,11,65531,0.00344517611416701,72.3649095621071,527936,NaN,NaN,0
549,123,-4221,-1538,20050,35581,11,65507,0.00580672674056505,72.366015339716,527453,NaN,NaN,0
558,137,-4240,-1540,20058,35559,11,65505,0.00641791512548896,72.3698597986091,527328,NaN,NaN,0
557,148,-4244,-1576,20057,35632,11,65516,0.00468996537157272,72.3676420386562,527683,NaN,NaN,0
566,135,-4249,-1530,20057,35578,11,65536,0.00373508080225753,72.367374694084,527879,NaN,NaN,0
566,128,-4255,-1539,20072,35544,11,65488,0.00835130465675741,72.3707335294839,526934,NaN,NaN,0
542,136,-4213,-1525,20043,35541,11,65507,0.00582419275315439,72.3687111929026,527452,NaN,NaN,0
566,129,-4202,-1570,20028,35637,11,65539,0.00535323785368715,72.3354447956614,527549,NaN,NaN,0
571,129,-4241,-1547,20056,35580,11,65516,0.00657160236428054,72.370202245979,527300,NaN,NaN,0
553,147,-4221,-1573,20039,35642,11,65532,0.00359839684972024,72.3672206404447,527909,NaN,NaN,0
553,133,-4231,-1538,20068,35577,11,65547,0.00514968528484217,72.3633891700297,527592,NaN,NaN,0
559,134,-4208,-1572,20031,35638,11,65526,0.00506675220491542,72.3687290435824,527609,NaN,NaN,0
567,132,-4240,-1549,20067,35599,11,65553,0.00507795130309405,72.3649633411575,527607,NaN,NaN,0
560,130,-4257,-1520,20066,35562,11,65520,0.00410088473620673,72.3659414209577,527810,NaN,NaN,0
544,143,-4199,-1571,20043,35629,11,65549,0.00475049437333119,72.3644587564693,527677,NaN,NaN,0
556,129,-4230,-1556,20056,35584,11,65494,0.00754483480969183,72.3690390380313,527105,NaN,NaN,0
571,115,-4243,-1554,20054,35622,11,65508,0.00569315960238164,72.3670963476049,527485,NaN,NaN,0
550,128,-4230,-1531,20050,35588,11,65522,0.00382429779126658,72.3647569674408,527868,NaN,NaN,0
563,131,-4228,-1532,20044,35582,11,65538,0.00413824299267043,72.3678500123736,527804,NaN,NaN,0
558,140,-4241,-1567,20052,35639,11,65523,0.003709269403255,72.3661226020191,527892,NaN,NaN,0
575,123,-4243,-1531,20059,35550,11,65516,0.0072893990374234,72.3709693560714,527159,NaN,NaN,0
570,143,-4205,-1581,20037,35634,11,65562,0.00577896917729485,72.3697889904119,527469,NaN,NaN,0
568,140,-4233,-1542,20053,35581,11,65553,0.00473719063641778,72.3684583827821,527684,NaN,NaN,0
554,138,-4245,-1538,20065,35554,11,65502,0.00648870446711652,72.3686845458318,527326,NaN,NaN,0
556,161,-4234,-1556,20062,35566,11,65544,0.0057970053049899,72.3696815949021,527468,NaN,NaN,0
565,159,-4267,-1556,20080,35568,11,65530,0.00584499087818003,72.3695464840356,527459,NaN,NaN,0
575,125,-4234,-1558,20048,35611,11,65523,0.00614602042439362,72.3697958019054,527398,NaN,NaN,0
566,141,-4226,-1545,20054,35559,11,65539,0.0067937189861978,72.3706852998709,527266,NaN,NaN,0
568,136,-4303,-1604,20117,35671,11,65499,0.00683807408498124,72.0290601102319,527257,NaN,NaN,0
568,118,-4256,-1588,20074,35670,11,65502,0.00645841408671546,72.3637162838236,527335,NaN,NaN,0
578,134,-4244,-1569,20059,35609,11,65525,0.00696705662259564,72.3706675373179,527232,NaN,NaN,0
554,137,-4186,-1521,20034,35513,11,65549,0.00742151322067216,71.3585521319038,527139,NaN,NaN,0
551,159,-4215,-1596,20041,35654,11,65534,0.00476763249731895,72.3684845297939,527683,NaN,NaN,0
556,142,-4231,-1552,20047,35615,11,65539,0.00331961000641527,72.3662456800285,527980,NaN,NaN,0
560,139,-4258,-1559,20069,35613,11,65515,0.00476157025093715,72.3659684469857,527686,NaN,NaN,0
566,127,-4222,-1569,20043,35610,11,65500,0.00759900488178877,72.3711663133097,527105,NaN,NaN,0
556,131,-4247,-1505,20075,35527,11,65547,0.00468446958339857,72.3639734527136,527702,NaN,NaN,0
562,138,-4245,-1536,20061,35554,11,65514,0.00623938839039078,72.3698621359922,527384,NaN,NaN,0
570,124,-4213,-1569,20034,35631,11,65523,0.00626078492752583,72.3699427389224,527380,NaN,NaN,0
561,126,-4241,-1545,20078,35573,11,65531,0.0036257182157333,70.8201515651852,527184,NaN,NaN,0
560,150,-4247,-1561,20063,35614,11,65544,0.00388929422659177,72.3661735344765,527868,NaN,NaN,0
562,151,-4252,-1595,20064,35678,11,65538,0.00357393506948489,72.3648160787852,527933,NaN,NaN,0
563,141,-4237,-1581,20048,35652,11,65520,0.00463451502488215,72.3679740046175,527717,NaN,NaN,0
554,142,-4230,-1569,20051,35607,11,65503,0.00636320304985014,72.3693170873333,527363,NaN,NaN,0
559,134,-4201,-1576,20035,35605,11,65507,0.00830591995983748,71.4507257316603,526966,NaN,NaN,0
554,130,-4208,-1543,20044,35596,11,65550,0.00477500410138249,72.3651993542521,527691,NaN,NaN,0
561,143,-4195,-1579,20028,35639,11,65555,0.00518654195786552,72.3691272392461,527607,NaN,NaN,0
561,126,-4234,-1558,20055,35596,11,65496,0.00728333531540424,72.368996073584,527178,NaN,NaN,0
547,136,-4213,-1548,20035,35618,11,65532,0.00317801973008697,72.2345128874072,528021,NaN,NaN,0
556,127,-4239,-1526,20061,35539,11,65497,0.00714842841614262,72.3690085784681,527208,NaN,NaN,0
569,162,-4244,-1600,20063,35646,11,65546,0.00572980419791203,72.3695431690527,527501,NaN,NaN,0
545,156,-4214,-1546,20047,35558,11,65534,0.00561317958486907,72.3694501880164,527526,NaN,NaN,0
570,133,-4228,-1561,20052,35622,11,65554,0.00500970414541871,72.3667327937116,527650,NaN,NaN,0
561,132,-4215,-1567,20045,35638,11,65550,0.00470674888237575,72.3653653407542,527713,NaN,NaN,0
553,132,-4217,-1572,20038,35648,11,65516,0.00462891715459207,72.3663611922611,527729,NaN,NaN,0
536,127,-4204,-1519,20045,35527,11,65497,0.00712836461818191,72.3676209233438,527218,NaN,NaN,0
555,157,-4245,-1575,20056,35633,11,65529,0.00375386881021122,71.5454203461405,527911,NaN,NaN,0
546,130,-4221,-1450,20060,35424,11,65554,0.00519087958295128,72.3667809112427,527618,NaN,NaN,0
560,130,-4225,-1551,20053,35614,11,65548,0.00455270768637277,72.3645980993156,527749,NaN,NaN,0
556,122,-4249,-1528,20067,35577,11,65513,0.00500707544483495,72.3642427366065,527657,NaN,NaN,0
532,127,-4208,-1452,20048,35445,11,65539,0.00413802817637758,72.3648839768958,527835,NaN,NaN,0
545,130,-4239,-1537,20070,35563,11,65501,0.00658758935823189,72.3649299664012,527336,NaN,NaN,0
548,144,-4221,-1568,20042,35626,11,65516,0.004634856844981,72.3673149048867,527736,NaN,NaN,0
556,123,-4193,-1543,20022,35593,11,65523,0.00578237965849688,72.3695119504819,527501,NaN,NaN,0
567,133,-4241,-1545,20063,35542,11,65496,0.00905422781914482,71.1132639227577,526831,NaN,NaN,0
539,143,-4200,-1557,20031,35599,11,65511,0.00529551437273783,72.3683406234523,527601,NaN,NaN,0
542,138,-4205,-1527,20036,35542,11,65510,0.00602853193058535,72.3697021257037,527451,NaN,NaN,0
564,134,-4232,-1583,20045,35654,11,65510,0.00556890523209459,72.3684797131222,527549,NaN,NaN,0
553,137,-4248,-1552,20072,35571,11,65495,0.00740327297915221,72.3677490285493,527175,NaN,NaN,0
564,136,-4242,-1568,20068,35634,11,65550,0.0048358183855065,72.3637269229095,527701,NaN,NaN,0
556,129,-4233,-1542,20049,35597,11,65515,0.0047631073319286,72.3667024691722,527716,NaN,NaN,0
555,161,-4260,-1589,20076,35612,11,65498,0.00702661257508519,72.1525997972485,527253,NaN,NaN,0
578,126,-4232,-1539,20050,35577,11,65543,0.00621485700238328,72.3700637652555,527421,NaN,NaN,0
572,144,-4221,-1562,20049,35595,11,65559,0.00626123353126217,72.3702731040647,527413,NaN,NaN,0
560,131,-4263,-1575,20079,35646,11,65510,0.00539801014236396,72.3630621543422,527590,NaN,NaN,0
571,152,-4232,-1580,20054,35629,11,65559,0.00535007769530974,72.3690956155115,527601,NaN,NaN,0
565,108,-4185,-1488,20022,35516,11,65560,0.0056109845878698,72.3690658525751,527548,NaN,NaN,0
558,129,-4218,-1566,20043,35598,11,65490,0.00808748751796159,72.3710609796955,527041,NaN,NaN,0
561,144,-4222,-1549,20054,35548,11,65524,0.00813092183597389,71.4691947929413,527035,NaN,NaN,0
571,132,-4250,-1551,20061,35581,11,65507,0.00702501766423571,72.3705927434487,527262,NaN,NaN,0
569,141,-4224,-1551,20056,35582,11,65564,0.00606137715423341,72.368345201689,527461,NaN,NaN,0
557,143,-4215,-1569,20047,35580,11,65506,0.0085586500290679,72.0342117739194,526951,NaN,NaN,0
569,126,-4229,-1571,20046,35615,11,65497,0.00779248686841262,72.3712170716061,527108,NaN,NaN,0
568,151,-4269,-1563,20072,35607,11,65525,0.004813585015236,72.3683776080718,527719,NaN,NaN,0
510,130,-4102,-1533,19992,35564,11,65558,0.00604511268033085,72.3646629680213,527467,NaN,NaN,0
572,134,-4239,-1564,20053,35609,11,65521,0.00649216932702975,72.3701483146994,527376,NaN,NaN,0
562,85,-4232,-1521,20060,35593,11,65501,0.0065669750090864,72.361821725633,527361,NaN,NaN,0
563,142,-4203,-1577,20033,35640,11,65556,0.00510763305329549,72.3684868758938,527660,NaN,NaN,0
535,131,-4190,-1546,20032,35574,11,65498,0.00700087985460871,72.3680657979293,527273,NaN,NaN,0
561,128,-4261,-1558,20073,35630,11,65516,0.00460923768015778,72.3632516163403,527763,NaN,NaN,0
572,126,-4225,-1573,20045,35613,11,65503,0.00825015441264603,71.5868477248371,527018,NaN,NaN,0
571,134,-4253,-1576,20066,35605,11,65489,0.00850467315965365,72.3713497558208,526966,NaN,NaN,0
551,137,-4205,-1564,20026,35635,11,65525,0.00417475955791568,71.2903533021617,527853,NaN,NaN,0
547,143,-4255,-1536,20074,35568,11,65514,0.00487824136031211,72.3648131534323,527709,NaN,NaN,0
556,124,-4257,-1555,20091,35604,11,65522,0.00662351958233176,72.3097788974832,527352,NaN,NaN,0
564,130,-4246,-1582,20056,35674,11,65518,0.00435910802288241,71.4895168431302,527816,NaN,NaN,0
569,142,-4251,-1548,20070,35547,11,65511,0.00830516437335806,71.9913075695016,527008,NaN,NaN,0
548,130,-4226,-1546,20049,35606,11,65516,0.00461463190016557,72.3648821746823,527765,NaN,NaN,0
555,139,-4221,-1562,20049,35570,11,65490,0.00878868189796208,72.3723883169082,526911,NaN,NaN,0
572,115,-4263,-1550,20090,35610,11,65538,0.0063659599253751,72.3615226136455,527408,NaN,NaN,0
550,151,-4234,-1512,20059,35509,11,65537,0.00533127682121829,72.3691711608085,527620,NaN,NaN,0
558,122,-4221,-1546,20047,35567,11,65487,0.00847894980697744,72.3707894628329,526978,NaN,NaN,0
562,154,-4264,-1574,20081,35629,11,65547,0.00439726939468897,72.3643545053768,527815,NaN,NaN,0
570,143,-4231,-1551,20053,35583,11,65551,0.00586141700311341,72.3697769393029,527517,NaN,NaN,0
570,135,-4232,-1528,20053,35551,11,65547,0.00592378175657639,72.3698238361962,527505,NaN,NaN,0
556,144,-4245,-1538,20056,35575,11,65521,0.00456245125100377,72.3681487833813,527784,NaN,NaN,0
567,153,-4245,-1562,20065,35581,11,65537,0.00657569098357616,72.370400550133,527372,NaN,NaN,0
592,194,-4342,-1725,20123,35824,11,65508,0.00644283766141356,72.3680101909791,527400,NaN,NaN,0
560,149,-4215,-1558,20048,35572,11,65540,0.00712027442363909,72.3710616649668,527262,NaN,NaN,0
539,147,-4201,-1559,20032,35590,11,65506,0.00605614732252275,72.3696812160981,527480,NaN,NaN,0
554,131,-4223,-1587,20063,35662,11,65538,0.00596461591687476,72.3621312117116,527500,NaN,NaN,0
556,160,-4223,-1630,20051,35664,11,65492,0.00897250096961005,71.7458639152919,526884,NaN,NaN,0
559,141,-4228,-1535,20049,35563,11,65535,0.00538956362826473,72.3691721708858,527618,NaN,NaN,0
552,150,-4225,-1550,20051,35566,11,65522,0.00637192625077021,72.3701155617852,527417,NaN,NaN,0
560,136,-4249,-1584,20060,35675,11,65521,0.00403306152414608,72.3639063254711,527897,NaN,NaN,0
563,151,-4233,-1576,20060,35626,11,65556,0.00524982046836336,72.3668087965222,527648,NaN,NaN,0
565,145,-4238,-1566,20057,35594,11,65520,0.00694177205443862,72.3706421383709,527302,NaN,NaN,0
555,148,-4243,-1549,20061,35599,11,65543,0.00386554473289782,72.3655271015764,527933,NaN,NaN,0
537,123,-4226,-1555,20070,35597,11,65495,0.0073523525733777,71.4564952472794,527219,NaN,NaN,0
556,137,-4264,-1544,20087,35560,11,65504,0.00620734880392771,70.945128137432,527229,NaN,NaN,0
529,130,-4202,-1482,20051,35486,11,65538,0.00506983417664881,72.3635947125926,527688,NaN,NaN,0
549,136,-4225,-1549,20044,35608,11,65518,0.00436264815154667,72.3662377974567,527833,NaN,NaN,0
552,146,-4244,-1539,20068,35579,11,65545,0.00423097853557015,72.3644522788967,527860,NaN,NaN,0
549,148,-4196,-1556,20036,35594,11,65556,0.00525461227191342,72.3677539702152,527651,NaN,NaN,0
562,124,-4235,-1545,20046,35611,11,65515,0.00476739547063647,71.7833148105802,527752,NaN,NaN,0
562,128,-4224,-1552,20049,35559,11,65485,0.00942502132740223,71.5430577918625,526799,NaN,NaN,0
564,123,-4205,-1563,20045,35631,11,65559,0.00584246147439759,72.3647814683252,527533,NaN,NaN,0
564,147,-4244,-1535,20065,35538,11,65532,0.00679289599494268,72.3706182952345,527340,NaN,NaN,0
543,154,-4217,-1564,20041,35603,11,65517,0.00510785816616205,72.3687388151199,527687,NaN,NaN,0
573,142,-4243,-1509,20067,35506,11,65566,0.00614317644496681,72.3699714618396,527475,NaN,NaN,0
